epoch,step,test_dsc,test_loss,train_dsc,train_loss,val_dsc,val_loss
0,0,0.7459471821784973,0.5299230217933655,,,,
0,49,,,0.928402304649353,0.19431152939796448,,
0,49,,,,,0.802778422832489,0.35636255145072937
1,99,,,0.9373299479484558,0.15623213350772858,,
1,99,,,,,0.7776485085487366,0.3772599995136261
2,149,,,0.9457784295082092,0.16036143898963928,,
2,149,,,,,0.7789560556411743,0.38204991817474365
3,199,,,0.9669232368469238,0.11552505940198898,,
3,199,,,,,0.7778652310371399,0.38594403862953186
4,249,,,0.9602397084236145,0.2590150833129883,,
4,249,,,,,0.7772408723831177,0.3914216160774231
5,299,,,0.9605484008789062,0.24375419318675995,,
5,299,,,,,0.7798141241073608,0.39247065782546997
6,349,,,0.9627896547317505,0.1147150844335556,,
6,349,,,,,0.7728224396705627,0.39969006180763245
7,399,,,0.9757853150367737,0.19551268219947815,,
7,399,,,,,0.7761029601097107,0.3954479992389679
8,449,,,0.9619379639625549,0.1891428381204605,,
8,449,,,,,0.7824300527572632,0.3933253288269043
9,499,,,0.9760305881500244,0.1886521279811859,,
9,499,,,,,0.7794281840324402,0.3949672281742096
10,549,,,0.9736977219581604,0.17346979677677155,,
10,549,,,,,0.7777201533317566,0.3983879089355469
11,599,,,0.9754535555839539,0.08445730805397034,,
11,599,,,,,0.7776861786842346,0.3987836241722107
12,649,,,0.9699772000312805,0.08644799143075943,,
12,649,,,,,0.779097318649292,0.3986733555793762
13,699,,,0.9743835926055908,0.18145208060741425,,
13,699,,,,,0.781684160232544,0.39687126874923706
14,749,,,0.9728391170501709,0.24973993003368378,,
14,749,,,,,0.7804763317108154,0.3980708718299866
15,799,,,0.9718292355537415,0.10928467661142349,,
15,799,,,,,0.7807846665382385,0.3977925777435303
16,849,,,0.9717562794685364,0.15980879962444305,,
16,849,,,,,0.7798691391944885,0.3987029790878296
17,899,,,0.9786385893821716,0.12632343173027039,,
17,899,,,,,0.7808271050453186,0.3975868821144104
18,949,,,0.9656724333763123,0.15039236843585968,,
18,949,,,,,0.7815428972244263,0.397490918636322
19,999,,,0.9657875895500183,0.18076477944850922,,
19,999,,,,,0.7811477184295654,0.39775389432907104
20,1049,,,0.9765308499336243,0.20185840129852295,,
20,1049,,,,,0.7810239195823669,0.3977770209312439
21,1099,,,0.9668539762496948,0.1536559760570526,,
21,1099,,,,,0.7808563709259033,0.39785224199295044
22,1149,,,0.9759359955787659,0.11260651051998138,,
22,1149,,,,,0.7808250188827515,0.39790958166122437
23,1199,,,0.9711213707923889,0.22234390676021576,,
23,1199,,,,,0.7808390855789185,0.3979529142379761
24,1249,,,0.9765275716781616,0.21560758352279663,,
24,1249,,,,,0.7806671261787415,0.3980752229690552
25,1299,,,0.9725288152694702,0.1525830179452896,,
25,1299,,,,,0.780678391456604,0.3980744481086731
26,1349,,,0.9736823439598083,0.12943845987319946,,
26,1349,,,,,0.7807223796844482,0.39803194999694824
27,1399,,,0.9725813269615173,0.09286976605653763,,
27,1399,,,,,0.7807024121284485,0.3980301320552826
28,1449,,,0.9700140953063965,0.2213987112045288,,
28,1449,,,,,0.7807008624076843,0.3980409502983093
29,1499,,,0.9777396321296692,0.1264476627111435,,
29,1499,,,,,0.7807133197784424,0.39803633093833923
30,1549,,,0.9738186597824097,0.16515971720218658,,
30,1549,,,,,0.7806717753410339,0.39806342124938965
31,1599,,,0.9778831601142883,0.22279632091522217,,
31,1599,,,,,0.7806846499443054,0.3980659246444702
32,1649,,,0.9713690876960754,0.08158594369888306,,
32,1649,,,,,0.7806832790374756,0.3980599641799927
33,1699,,,0.9734984040260315,0.16678819060325623,,
33,1699,,,,,0.7806966304779053,0.39806514978408813
34,1749,,,0.9710018038749695,0.19886046648025513,,
34,1749,,,,,0.780681312084198,0.3980654776096344
35,1799,,,0.9747815132141113,0.1674969494342804,,
