epoch,step,test_dsc,test_loss,train_dsc,train_loss
0,0,0.7459720373153687,0.5298864841461182,,
0,49,,,nan,0.7500420808792114
0,99,,,nan,0.7500030398368835
0,149,,,nan,0.7499308586120605
0,199,,,nan,0.7414003610610962
0,249,,,nan,0.18005383014678955
0,299,,,nan,0.005316324066370726
0,349,,,nan,0.003031416330486536
0,399,,,nan,0.0021977759897708893
0,449,,,nan,0.0016664359718561172
0,499,,,nan,0.0013454095460474491
0,549,,,nan,0.001083318144083023
0,599,,,nan,0.0009129899553954601
0,649,,,nan,0.0007933792658150196
0,699,,,nan,0.0006787530146539211
0,749,,,nan,0.0006092926487326622
0,799,,,nan,0.000536866020411253
0,849,,,nan,0.00047019170597195625
0,899,,,nan,0.00042173871770501137
0,949,,,nan,0.0003811926580965519
0,999,,,nan,0.000354075338691473
0,1049,,,nan,0.0003230469301342964
0,1099,,,nan,0.0002944120205938816
0,1149,,,nan,0.00027472013607621193
0,1199,,,nan,0.0002476484514772892
