epoch,step,test_dsc,test_loss,train_dsc,train_loss
0,4449,,,nan,1.550419256091118e-05
0,4499,,,nan,1.479312777519226e-05
0,4549,,,nan,1.4280900359153748e-05
0,4599,,,nan,1.4175660908222198e-05
0,4649,,,nan,1.3730488717556e-05
0,4699,,,nan,1.3324897736310959e-05
0,4749,,,nan,1.2819655239582062e-05
0,4799,,,nan,1.2555625289678574e-05
0,4849,,,nan,1.2244097888469696e-05
0,4899,,,nan,1.1601019650697708e-05
0,4949,,,nan,1.1307187378406525e-05
0,4999,,,nan,1.088995486497879e-05
0,5049,,,nan,1.0706018656492233e-05
0,5099,,,nan,1.0592397302389145e-05
0,5149,,,nan,1.0280869901180267e-05
0,5199,,,nan,9.661540389060974e-06
0,5249,,,nan,9.8375603556633e-06
0,5299,,,nan,9.212177246809006e-06
0,5349,,,nan,9.023118764162064e-06
0,5399,,,nan,8.741859346628189e-06
0,5449,,,nan,8.518807590007782e-06
0,5499,,,nan,8.086208254098892e-06
0,5549,,,nan,7.97538086771965e-06
0,5599,,,nan,7.8580342233181e-06
0,5649,,,nan,7.811002433300018e-06
0,5699,,,nan,7.504131644964218e-06
0,5749,,,nan,7.214024662971497e-06
0,5799,,,nan,7.017981261014938e-06
0,5849,,,nan,6.780494004487991e-06
0,5899,,,nan,6.653834134340286e-06
0,5949,,,nan,6.462447345256805e-06
0,5999,,,nan,6.209127604961395e-06
0,6049,,,nan,6.095040589570999e-06
0,6099,,,nan,5.925539880990982e-06
0,6149,,,nan,5.795154720544815e-06
0,6199,,,nan,5.693640559911728e-06
0,6249,,,nan,5.5944547057151794e-06
0,6299,,,nan,5.34718856215477e-06
0,6349,,,nan,5.13298436999321e-06
0,6399,,,nan,5.0710514187812805e-06
0,6449,,,nan,4.8442743718624115e-06
0,6499,,,nan,4.770234227180481e-06
0,6549,,,nan,4.6603381633758545e-06
0,6599,,,nan,4.493165761232376e-06
0,6649,,,nan,4.286877810955048e-06
0,6699,,,nan,4.313420504331589e-06
0,6749,,,nan,4.1476450860500336e-06
0,6799,,,nan,4.0940940380096436e-06
0,6849,,,nan,3.962311893701553e-06
0,6899,,,nan,3.7937425076961517e-06
0,6949,,,nan,3.7425197660923004e-06
0,6999,,,nan,3.702472895383835e-06
0,7049,,,nan,3.5888515412807465e-06
0,7099,,,nan,3.4351833164691925e-06
0,7149,,,nan,3.319699317216873e-06
0,7199,,,nan,3.247056156396866e-06
0,7249,,,nan,3.1604431569576263e-06
0,7299,,,nan,3.062654286623001e-06
0,7349,,,nan,2.9494985938072205e-06
0,7399,,,nan,2.871733158826828e-06
0,7449,,,nan,2.9336661100387573e-06
0,7499,,,nan,2.7599744498729706e-06
0,7549,,,nan,2.7050264179706573e-06
0,7599,,,nan,2.6812776923179626e-06
0,7649,,,nan,2.5997869670391083e-06
0,7699,,,nan,2.4456530809402466e-06
0,7749,,,nan,2.4917535483837128e-06
0,7799,,,nan,2.330634742975235e-06
0,7849,,,nan,2.2994354367256165e-06
0,7899,,,nan,2.219807356595993e-06
0,7949,,,nan,2.221670001745224e-06
0,7999,,,nan,2.1797604858875275e-06
0,8049,,,nan,2.1168962121009827e-06
0,8099,,,nan,2.0437873899936676e-06
0,8149,,,nan,1.948792487382889e-06
0,8199,,,nan,1.938082277774811e-06
0,8249,,,nan,1.830514520406723e-06
0,8299,,,nan,1.8547289073467255e-06
0,8349,,,nan,1.757405698299408e-06
