epoch,step,test_dsc,test_loss,train_dsc,train_loss,val_dsc,val_loss
0,0,0.7459452152252197,0.529923141002655,,,,
0,49,,,0.9052929878234863,0.25434184074401855,,
0,49,,,,,0.8241009712219238,0.3797926902770996
1,99,,,0.9152615666389465,0.24611398577690125,,
1,99,,,,,0.8197670578956604,0.3831730782985687
2,149,,,0.9420013427734375,0.21293886005878448,,
2,149,,,,,0.8248664140701294,0.38438236713409424
3,199,,,0.9475627541542053,0.22272352874279022,,
3,199,,,,,0.816071093082428,0.3913741111755371
4,249,,,0.94780033826828,0.22220337390899658,,
4,249,,,,,0.7962930202484131,0.4079607427120209
5,299,,,0.9620891213417053,0.24021491408348083,,
5,299,,,,,0.8058379888534546,0.4058915972709656
6,349,,,0.9647825956344604,0.20143058896064758,,
6,349,,,,,0.7950413823127747,0.4178905189037323
7,399,,,0.9689311981201172,0.16297824680805206,,
7,399,,,,,0.7948275208473206,0.41622915863990784
8,449,,,0.9635170698165894,0.21107788383960724,,
8,449,,,,,0.7956150770187378,0.41615045070648193
9,499,,,0.9657454490661621,0.14871098101139069,,
9,499,,,,,0.7941396832466125,0.417303204536438
10,549,,,0.973575234413147,0.19108398258686066,,
10,549,,,,,0.7939344644546509,0.41828811168670654
11,599,,,0.9646140933036804,0.18675923347473145,,
11,599,,,,,0.7941401600837708,0.41865527629852295
12,649,,,0.9782091379165649,0.12525874376296997,,
12,649,,,,,0.7960460186004639,0.41801223158836365
13,699,,,0.9688352942466736,0.22134646773338318,,
13,699,,,,,0.7951676845550537,0.4185158312320709
14,749,,,0.9701870679855347,0.23458287119865417,,
14,749,,,,,0.7964361310005188,0.4176689684391022
15,799,,,0.9701370596885681,0.17634421586990356,,
15,799,,,,,0.7956470847129822,0.41842779517173767
16,849,,,0.9603531956672668,0.16858787834644318,,
16,849,,,,,0.7949015498161316,0.4189789891242981
17,899,,,0.9735320806503296,0.1525212824344635,,
17,899,,,,,0.7942578196525574,0.4196925759315491
18,949,,,0.9683654308319092,0.2209966629743576,,
18,949,,,,,0.7946410775184631,0.41935601830482483
19,999,,,0.9708734750747681,0.16126006841659546,,
19,999,,,,,0.7948291897773743,0.4192359149456024
20,1049,,,0.9729285836219788,0.15857046842575073,,
20,1049,,,,,0.7946029305458069,0.4193761944770813
21,1099,,,0.9713647365570068,0.19044876098632812,,
21,1099,,,,,0.7947453856468201,0.41925662755966187
22,1149,,,0.967409610748291,0.1769382655620575,,
22,1149,,,,,0.7947256565093994,0.41925257444381714
23,1199,,,0.9736452698707581,0.14536455273628235,,
23,1199,,,,,0.7947906851768494,0.4191552698612213
24,1249,,,0.9748033881187439,0.1955043077468872,,
24,1249,,,,,0.7947521209716797,0.4192013442516327
25,1299,,,0.970923125743866,0.21430407464504242,,
25,1299,,,,,0.7946802973747253,0.4192180335521698
26,1349,,,0.972652018070221,0.2709810137748718,,
26,1349,,,,,0.7946553826332092,0.41923993825912476
27,1399,,,0.9730517268180847,0.20366282761096954,,
27,1399,,,,,0.7946365475654602,0.4192573130130768
28,1449,,,0.9704303741455078,0.22030870616436005,,
28,1449,,,,,0.7946736216545105,0.4192314147949219
29,1499,,,0.9523804783821106,0.1878739446401596,,
29,1499,,,,,0.7946632504463196,0.41925111413002014
30,1549,,,0.9737113118171692,0.2652019262313843,,
30,1549,,,,,0.794722855091095,0.41921520233154297
31,1599,,,0.9760025143623352,0.1631944626569748,,
