epoch,step,train_dsc,train_loss
0,9,0.8623456954956055,0.3172239661216736
0,19,0.8933480978012085,0.3079194724559784
0,29,0.8436335921287537,0.31729957461357117
0,39,0.8496043682098389,0.336333692073822
0,49,0.8164828419685364,0.35237276554107666
0,59,0.829454779624939,0.39234447479248047
0,69,0.8700170516967773,0.3328583836555481
0,79,0.9003030061721802,0.19458554685115814
0,89,0.8569533228874207,0.3961392343044281
0,99,0.9152986407279968,0.32128798961639404
0,109,0.9004607796669006,0.3620440661907196
0,119,0.8661684393882751,0.3512623608112335
0,129,0.87164705991745,0.2840801775455475
0,139,0.8464747071266174,0.36122581362724304
0,149,0.8867490887641907,0.26067420840263367
0,159,0.9000062942504883,0.3026190400123596
0,169,0.7768628001213074,0.40294408798217773
0,179,0.9044030904769897,0.3559124767780304
0,189,0.8822067975997925,0.3371569812297821
0,199,0.7962931394577026,0.3804124593734741
0,209,0.8613117933273315,0.3688943684101105
0,219,0.8734352588653564,0.27703821659088135
0,229,0.8523984551429749,0.285635381937027
0,239,0.8876808881759644,0.4054872691631317
0,249,0.8927321434020996,0.32747572660446167
0,259,0.8996512293815613,0.3769738972187042
0,269,0.8675296306610107,0.30991479754447937
0,279,0.8881304264068604,0.36799904704093933
0,289,0.8630462884902954,0.24726198613643646
0,299,0.8764227032661438,0.3996429443359375
0,309,0.8178466558456421,0.3572230339050293
0,319,0.8662876486778259,0.39851537346839905
0,329,0.8628211617469788,0.256150484085083
0,339,0.8811987042427063,0.2811354994773865
0,349,0.8505432605743408,0.27172181010246277
0,359,0.8504208326339722,0.39943927526474
0,369,0.8425222039222717,0.2963595390319824
0,379,0.857978880405426,0.4320814907550812
0,389,0.8610533475875854,0.40368470549583435
0,399,0.872229278087616,0.28319868445396423
0,409,0.8525587320327759,0.3986472189426422
0,419,0.8822652101516724,0.24021297693252563
0,429,0.8502984046936035,0.36839404702186584
0,439,0.8511818051338196,0.3530704379081726
0,449,0.8681299090385437,0.3077085316181183
0,459,0.894397497177124,0.2746509909629822
0,469,0.8917251825332642,0.3015054166316986
0,479,0.8687147498130798,0.35165977478027344
0,489,0.892376184463501,0.19206750392913818
0,499,0.8644688129425049,0.37951183319091797
0,509,0.8693608045578003,0.2909051775932312
0,519,0.8986392617225647,0.2267005741596222
0,529,0.8524098992347717,0.3840945363044739
0,539,0.8782522678375244,0.4125351011753082
0,549,0.901342511177063,0.31576427817344666
0,559,0.8795105814933777,0.32828575372695923
0,569,0.8714406490325928,0.40331339836120605
0,579,0.8649103045463562,0.36117932200431824
0,589,0.8749886155128479,0.26214665174484253
0,599,0.8806071877479553,0.383387953042984
0,609,0.8503564596176147,0.27275076508522034
0,619,0.9023487567901611,0.19070887565612793
0,629,0.8606549501419067,0.2575874924659729
0,639,0.8708598017692566,0.29684191942214966
0,649,0.8899745941162109,0.32721179723739624
0,659,0.8480478525161743,0.4441313147544861
0,669,0.8229429125785828,0.32065507769584656
0,679,0.910769522190094,0.2119341641664505
0,689,0.9077275991439819,0.410128653049469
0,699,0.9111155271530151,0.38287392258644104
0,709,0.8582524061203003,0.3484315276145935
0,719,0.8722184300422668,0.3733885586261749
0,729,0.8597307801246643,0.2775617241859436
0,739,0.9011681079864502,0.35656580328941345
0,749,0.841843843460083,0.4039868414402008
0,759,0.8227858543395996,0.3954736590385437
0,769,0.8916125893592834,0.34142404794692993
0,779,0.9070526957511902,0.30278393626213074
0,789,0.8754245042800903,0.2996954321861267
0,799,0.8361443877220154,0.2914707064628601
0,809,0.9179339408874512,0.3753995895385742
0,819,0.8798210620880127,0.2974901795387268
0,829,0.8891567587852478,0.3672413229942322
0,839,0.835332989692688,0.33938467502593994
0,849,0.862764298915863,0.2745872735977173
0,859,0.8631163239479065,0.3881800174713135
