epoch,step,test_dsc,test_loss,train_dsc,train_loss
0,0,0.7459720373153687,0.5298864841461182,,
0,49,,,0.9777305722236633,0.02826044149696827
0,99,,,0.9826326370239258,0.022508056834340096
0,149,,,0.9868012070655823,0.017656374722719193
0,199,,,0.9894213676452637,0.015023884363472462
0,249,,,0.9880126118659973,0.015413877554237843
0,299,,,0.9859499931335449,0.01658940501511097
0,349,,,0.9895336627960205,0.013261509127914906
0,399,,,0.9896180033683777,0.013610925525426865
0,449,,,0.9895577430725098,0.013348105363547802
0,499,,,0.9909563064575195,0.010990578681230545
0,549,,,0.9898038506507874,0.012508014217019081
0,599,,,0.9912140965461731,0.010953237302601337
0,649,,,0.9931259751319885,0.008501783013343811
0,699,,,0.9945248961448669,0.007306186482310295
0,749,,,0.9899587631225586,0.011634803377091885
0,799,,,0.993048906326294,0.008641324937343597
0,849,,,0.9911599159240723,0.01045627798885107
0,899,,,0.9910447001457214,0.010631721466779709
0,949,,,0.9938881993293762,0.0077830348163843155
0,999,,,0.9935581088066101,0.007855660282075405
0,1049,,,0.9899458885192871,0.011163412593305111
0,1099,,,0.9917038083076477,0.009648211300373077
0,1149,,,0.9905445575714111,0.011118823662400246
0,1199,,,0.9898365139961243,0.012011904269456863
0,1249,,,0.9921481013298035,0.008652307093143463
0,1299,,,0.9953853487968445,0.005612047854810953
0,1349,,,0.9934431910514832,0.007990490645170212
0,1399,,,0.9918702244758606,0.009109748527407646
0,1449,,,0.9931540489196777,0.0077711110934615135
0,1499,,,0.993168830871582,0.007522668223828077
0,1549,,,0.9923432469367981,0.008909201249480247
0,1599,,,0.98964524269104,0.011184935458004475
0,1649,,,0.9920923113822937,0.008996997028589249
0,1699,,,0.9951991438865662,0.00569745572283864
0,1749,,,0.9939765930175781,0.00700291246175766
0,1799,,,0.9918387532234192,0.008801866322755814
0,1849,,,0.9953476786613464,0.005312812514603138
0,1899,,,0.9896364808082581,0.011435117572546005
0,1949,,,0.9927632212638855,0.008458790369331837
0,1999,,,0.9927676320075989,0.007841639220714569
0,2049,,,0.9918425679206848,0.00872051902115345
0,2099,,,0.9943749308586121,0.006165382917970419
0,2149,,,0.9959201812744141,0.00486977631226182
0,2199,,,0.9932489395141602,0.007451344281435013
0,2249,,,0.994140088558197,0.006558496039360762
0,2299,,,0.9933544993400574,0.0074785565957427025
0,2349,,,0.9932926297187805,0.007446723524481058
0,2399,,,0.9950167536735535,0.005318026524037123
0,2449,,,0.994633138179779,0.0060019828379154205
0,2499,,,0.9960762858390808,0.004745648242533207
0,2549,,,0.9946271777153015,0.005899333860725164
0,2599,,,0.9931793808937073,0.007534215226769447
0,2649,,,0.9915561676025391,0.008905909024178982
0,2699,,,0.9929380416870117,0.00760242436081171
0,2749,,,0.9933540225028992,0.007392628118395805
0,2799,,,0.9918493628501892,0.008665802888572216
0,2849,,,0.9960557818412781,0.004390993621200323
0,2899,,,0.9929859042167664,0.007663853000849485
0,2949,,,0.9936370253562927,0.006759681738913059
0,2999,,,0.9891886115074158,0.011746250092983246
0,3049,,,0.9936420321464539,0.006887366995215416
0,3099,,,0.9961163401603699,0.004370414186269045
0,3149,,,0.993722677230835,0.006956073921173811
0,3199,,,0.9954431653022766,0.005091770552098751
0,3249,,,0.9932705760002136,0.007307683117687702
0,3299,,,0.9919991493225098,0.008536876179277897
0,3349,,,0.9928541779518127,0.007501030806452036
0,3399,,,0.9946815371513367,0.005679931957274675
0,3449,,,0.9932271838188171,0.007197816390544176
0,3499,,,0.9913945198059082,0.009560972452163696
0,3549,,,0.9940498471260071,0.0062032174319028854
0,3599,,,0.994927704334259,0.005573601461946964
0,3649,,,0.9940171241760254,0.00654249731451273
0,3699,,,0.9932703971862793,0.007283596321940422
0,3749,,,0.992942750453949,0.0074379704892635345
0,3799,,,0.9934601783752441,0.007209833711385727
0,3849,,,0.9921982288360596,0.00795153621584177
0,3899,,,0.9928972125053406,0.007508911658078432
0,3949,,,0.9927183985710144,0.008152789436280727
0,3999,,,0.9926953315734863,0.008114813826978207
0,4049,,,0.9942815899848938,0.0062306104227900505
0,4099,,,0.9962998032569885,0.004137059208005667
0,4149,,,0.9941303133964539,0.006213804706931114
0,4199,,,0.9900928139686584,0.010696458630263805
0,4249,,,0.9952977299690247,0.005083686672151089
0,4299,,,0.9913914799690247,0.009309174492955208
0,4349,,,0.9937944412231445,0.006795939989387989
0,4399,,,0.99335116147995,0.00698948884382844
0,4449,,,0.9927708506584167,0.007963990792632103
0,4499,,,0.9961971640586853,0.0041288891807198524
0,4549,,,0.9955320358276367,0.004866551607847214
0,4599,,,0.9930880665779114,0.007547872141003609
0,4649,,,0.9949261546134949,0.005468395538628101
0,4699,,,0.9952141642570496,0.005147220101207495
0,4749,,,0.9923340678215027,0.008362825028598309
0,4799,,,0.9919626712799072,0.008443368598818779
0,4849,,,0.9934074878692627,0.0069369785487651825
0,4899,,,0.9958524107933044,0.0045285532251000404
0,4949,,,0.9953593611717224,0.005080161616206169
0,4999,,,0.994343101978302,0.006053979508578777
0,5049,,,0.9941571354866028,0.006060294806957245
0,5099,,,0.9921112060546875,0.008325346745550632
0,5149,,,0.9939994812011719,0.00638195825740695
0,5199,,,0.9963790774345398,0.0038913218304514885
0,5249,,,0.9955234527587891,0.004849168471992016
0,5299,,,0.9934165477752686,0.007043803110718727
0,5349,,,0.9951459765434265,0.005040824878960848
0,5399,,,0.9931876063346863,0.007120793219655752
0,5449,,,0.9933919310569763,0.0071890815161168575
0,5499,,,0.991211473941803,0.009121974930167198
0,5549,,,0.9963691830635071,0.004047600086778402
0,5599,,,0.9940850138664246,0.006138030905276537
0,5649,,,0.9938502311706543,0.006519956514239311
0,5699,,,0.9960311055183411,0.0044146147556602955
0,5749,,,0.9942509531974792,0.006362970918416977
0,5799,,,0.9946057796478271,0.00573544017970562
0,5849,,,0.9944841265678406,0.005904946010559797
0,5899,,,0.9916031956672668,0.00864382740110159
0,5949,,,0.9950119853019714,0.005251459311693907
0,5999,,,0.9921588897705078,0.008269730024039745
0,6049,,,0.9889259338378906,0.012085872702300549
0,6099,,,0.9937923550605774,0.006498591974377632
0,6149,,,0.9932997822761536,0.007009523920714855
0,6199,,,0.9933132529258728,0.006871139630675316
0,6249,,,0.9927703738212585,0.007594354450702667
0,6299,,,0.9932090640068054,0.007034848444163799
0,6349,,,0.9917556643486023,0.00873077567666769
0,6399,,,0.9950740933418274,0.005202108062803745
0,6449,,,0.994177520275116,0.006088630296289921
0,6499,,,0.9940013885498047,0.006218522787094116
0,6549,,,0.9949254989624023,0.005508489906787872
0,6599,,,0.9928529858589172,0.007523289881646633
0,6649,,,0.9941594004631042,0.0058752368204295635
0,6699,,,0.9911068081855774,0.009184151887893677
0,6749,,,0.9942047595977783,0.006149339023977518
0,6799,,,0.9949588775634766,0.005304600112140179
0,6849,,,0.9919753074645996,0.008650533854961395
0,6899,,,0.9958620667457581,0.0044715809635818005
0,6949,,,0.9944217801094055,0.005983422510325909
