epoch,step,test_dsc,test_loss,train_dsc,train_loss,val_dsc,val_loss
0,0,0.7459499835968018,0.529923141002655,,,,
0,49,,,0.9311721324920654,0.2516075074672699,,
0,49,,,,,0.819770097732544,0.36254259943962097
1,99,,,0.9415476322174072,0.2584017217159271,,
1,99,,,,,0.8230023384094238,0.3652287423610687
2,149,,,0.9381518959999084,0.21451202034950256,,
2,149,,,,,0.7929127812385559,0.3826892077922821
3,199,,,0.9570862650871277,0.2687124013900757,,
3,199,,,,,0.7970337271690369,0.38155245780944824
4,249,,,0.9629015326499939,0.23652607202529907,,
4,249,,,,,0.7952810525894165,0.38798534870147705
5,299,,,0.9573237299919128,0.16798903048038483,,
5,299,,,,,0.7861229181289673,0.39301028847694397
6,349,,,0.9628838896751404,0.13744139671325684,,
6,349,,,,,0.7875898480415344,0.401058554649353
7,399,,,0.9726251363754272,0.15251319110393524,,
7,399,,,,,0.7859222292900085,0.39844778180122375
8,449,,,0.9669474959373474,0.23362284898757935,,
8,449,,,,,0.7905853390693665,0.39715811610221863
9,499,,,0.9766800403594971,0.18019810318946838,,
9,499,,,,,0.7877187728881836,0.3988785147666931
10,549,,,0.973760724067688,0.24323217570781708,,
10,549,,,,,0.7879389524459839,0.39902904629707336
11,599,,,0.9788080453872681,0.26831936836242676,,
11,599,,,,,0.7809098362922668,0.4039948582649231
12,649,,,0.9788020849227905,0.2544020414352417,,
12,649,,,,,0.7832871675491333,0.40327203273773193
13,699,,,0.9774278998374939,0.18767701089382172,,
13,699,,,,,0.7849703431129456,0.4027206003665924
14,749,,,0.9688636660575867,0.17074893414974213,,
14,749,,,,,0.7857454419136047,0.40230122208595276
15,799,,,0.9747731685638428,0.18827420473098755,,
15,799,,,,,0.7839161157608032,0.40347978472709656
16,849,,,0.9697604775428772,0.3300701081752777,,
16,849,,,,,0.7838099002838135,0.40354007482528687
17,899,,,0.977144181728363,0.18683363497257233,,
17,899,,,,,0.7835037708282471,0.4036850929260254
18,949,,,0.9739526510238647,0.1899237334728241,,
18,949,,,,,0.7850226759910583,0.4029430150985718
19,999,,,0.9768385887145996,0.18760615587234497,,
19,999,,,,,0.785285234451294,0.4027855396270752
20,1049,,,0.9759361147880554,0.18015937507152557,,
20,1049,,,,,0.7851976156234741,0.4028271436691284
21,1099,,,0.9750296473503113,0.16648496687412262,,
21,1099,,,,,0.7851839065551758,0.4028550982475281
22,1149,,,0.9760230183601379,0.2701103687286377,,
22,1149,,,,,0.7853759527206421,0.40268468856811523
23,1199,,,0.9765938520431519,0.2196173071861267,,
23,1199,,,,,0.7853063941001892,0.4027249217033386
24,1249,,,0.9683561325073242,0.19891449809074402,,
24,1249,,,,,0.7854953408241272,0.40267521142959595
25,1299,,,0.9740857481956482,0.13742676377296448,,
25,1299,,,,,0.7854555249214172,0.40270382165908813
26,1349,,,0.9789214730262756,0.20093396306037903,,
26,1349,,,,,0.7853825092315674,0.40274155139923096
27,1399,,,0.9758362174034119,0.25579404830932617,,
27,1399,,,,,0.785383939743042,0.40274515748023987
28,1449,,,0.9770221710205078,0.2100616693496704,,
28,1449,,,,,0.7853408455848694,0.4027489125728607
29,1499,,,0.9710316061973572,0.1987920105457306,,
29,1499,,,,,0.7853556871414185,0.4027504324913025
30,1549,,,0.9738207459449768,0.20805861055850983,,
30,1549,,,,,0.7853533625602722,0.40275126695632935
31,1599,,,0.9788130521774292,0.19334794580936432,,
31,1599,,,,,0.7853796482086182,0.40274831652641296
32,1649,,,0.9765933752059937,0.2318096160888672,,
32,1649,,,,,0.7853773236274719,0.40275123715400696
33,1699,,,0.9773728251457214,0.17227783799171448,,
33,1699,,,,,0.7853432893753052,0.4027561843395233
34,1749,,,0.9712191224098206,0.17549438774585724,,
34,1749,,,,,0.7853546738624573,0.40275469422340393
35,1799,,,0.9751484990119934,0.30102187395095825,,
35,1799,,,,,0.7853606343269348,0.4027545154094696
36,1849,,,0.9744980335235596,0.1459190845489502,,
36,1849,,,,,0.7853654026985168,0.40275564789772034
37,1899,,,0.9728865623474121,0.19116830825805664,,
37,1899,,,,,0.7853528261184692,0.4027540981769562
38,1949,,,0.9774816632270813,0.14926914870738983,,
38,1949,,,,,0.7853488326072693,0.40275996923446655
39,1999,,,0.9707427620887756,0.17050984501838684,,
39,1999,,,,,0.7853460311889648,0.40275758504867554
40,2049,,,0.9717260599136353,0.16823799908161163,,
40,2049,,,,,0.7853459715843201,0.40275925397872925
41,2099,,,0.9789526462554932,0.2089415341615677,,
41,2099,,,,,0.7853496670722961,0.4027554392814636
42,2149,,,0.9756870269775391,0.21116946637630463,,
42,2149,,,,,0.7853694558143616,0.4027562737464905
43,2199,,,0.9691325426101685,0.32632535696029663,,
43,2199,,,,,0.7853496074676514,0.4027566909790039
44,2249,,,0.9715385437011719,0.312159925699234,,
44,2249,,,,,0.7853842377662659,0.40275275707244873
45,2299,,,0.9733691215515137,0.19008992612361908,,
45,2299,,,,,0.7853507399559021,0.4027549624443054
46,2349,,,0.9839903116226196,0.3185536563396454,,
46,2349,,,,,0.7853647470474243,0.4027597904205322
47,2399,,,0.9654290080070496,0.18876397609710693,,
47,2399,,,,,0.7853667140007019,0.40275904536247253
48,2449,,,0.9727610349655151,0.1840962916612625,,
48,2449,,,,,0.7853458523750305,0.40276122093200684
49,2499,,,0.9739824533462524,0.21905116736888885,,
49,2499,,,,,0.7853472232818604,0.40276461839675903
50,2549,,,0.9716905951499939,0.23100750148296356,,
50,2549,,,,,0.7853628396987915,0.40275728702545166
51,2599,,,0.9710632562637329,0.228070929646492,,
51,2599,,,,,0.7853400707244873,0.40276145935058594
52,2649,,,0.9733120799064636,0.1372464895248413,,
52,2649,,,,,0.7853469252586365,0.4027598202228546
53,2699,,,0.9757679104804993,0.1522337794303894,,
53,2699,,,,,0.7853615283966064,0.4027595520019531
54,2749,,,0.9781129956245422,0.15170744061470032,,
54,2749,,,,,0.785359263420105,0.40275847911834717
55,2799,,,0.9666656851768494,0.2542589008808136,,
55,2799,,,,,0.7853605151176453,0.40276023745536804
56,2849,,,0.977430522441864,0.21630991995334625,,
56,2849,,,,,0.7853650450706482,0.40275782346725464
57,2899,,,0.9730178117752075,0.2116301953792572,,
57,2899,,,,,0.7853575944900513,0.40275928378105164
58,2949,,,0.9753785729408264,0.256266325712204,,
