epoch,step,test_dsc,test_loss,train_dsc,train_loss,val_dsc,val_loss
0,0,0.7459421157836914,0.5299232602119446,,,,
0,49,,,0.8995172381401062,0.24623899161815643,,
0,49,,,,,0.8208684921264648,0.36997511982917786
1,99,,,0.9326528310775757,0.23077119886875153,,
1,99,,,,,0.8244152069091797,0.37030303478240967
2,149,,,0.9410322904586792,0.2906603515148163,,
2,149,,,,,0.7861908674240112,0.3962330222129822
3,199,,,0.9440035223960876,0.2647560238838196,,
3,199,,,,,0.8206967711448669,0.3790262043476105
4,249,,,0.954194188117981,0.22089608013629913,,
4,249,,,,,0.8145812153816223,0.381878525018692
5,299,,,0.9551225900650024,0.20420150458812714,,
5,299,,,,,0.8034468293190002,0.3966369926929474
6,349,,,0.9591566920280457,0.21380087733268738,,
6,349,,,,,0.8028602600097656,0.3976179361343384
7,399,,,0.955733060836792,0.23886895179748535,,
7,399,,,,,0.8088225722312927,0.39325398206710815
8,449,,,0.9626548290252686,0.30966830253601074,,
8,449,,,,,0.8111019134521484,0.3924540579319
9,499,,,0.9605375528335571,0.2427474558353424,,
9,499,,,,,0.8088648915290833,0.3944988548755646
10,549,,,0.948546290397644,0.19958414137363434,,
10,549,,,,,0.8173869252204895,0.3881494700908661
11,599,,,0.9702292084693909,0.2442176192998886,,
11,599,,,,,0.8102550506591797,0.3937361538410187
12,649,,,0.9786658883094788,0.2540091276168823,,
12,649,,,,,0.8095027804374695,0.3960721492767334
13,699,,,0.9689566493034363,0.21508577466011047,,
13,699,,,,,0.8110976219177246,0.39503273367881775
14,749,,,0.9672879576683044,0.1482391059398651,,
14,749,,,,,0.8109662532806396,0.3946923613548279
15,799,,,0.9632223844528198,0.14105606079101562,,
15,799,,,,,0.8113279938697815,0.39473700523376465
16,849,,,0.9686731100082397,0.1635552942752838,,
16,849,,,,,0.8114582896232605,0.39438650012016296
17,899,,,0.9693304896354675,0.2529364824295044,,
17,899,,,,,0.8120438456535339,0.3942693769931793
18,949,,,0.9691806435585022,0.17054657638072968,,
18,949,,,,,0.8124550580978394,0.3938935697078705
19,999,,,0.9690152406692505,0.24657532572746277,,
19,999,,,,,0.8126357793807983,0.39369815587997437
20,1049,,,0.9686407446861267,0.2167031168937683,,
20,1049,,,,,0.8126389384269714,0.39378347992897034
21,1099,,,0.976803719997406,0.26371148228645325,,
21,1099,,,,,0.812498152256012,0.39385008811950684
22,1149,,,0.9712002873420715,0.2511327862739563,,
22,1149,,,,,0.8123972415924072,0.3939388692378998
23,1199,,,0.971860945224762,0.13956929743289948,,
23,1199,,,,,0.8124709129333496,0.3939085006713867
24,1249,,,0.975468099117279,0.24810302257537842,,
24,1249,,,,,0.8124966025352478,0.3938824534416199
25,1299,,,0.9630061388015747,0.2332434058189392,,
25,1299,,,,,0.8124707937240601,0.39389073848724365
26,1349,,,0.965568482875824,0.26268401741981506,,
26,1349,,,,,0.8124933838844299,0.39389121532440186
27,1399,,,0.9680488705635071,0.17991825938224792,,
27,1399,,,,,0.8124879598617554,0.39388307929039
28,1449,,,0.966480016708374,0.2204432487487793,,
28,1449,,,,,0.8124606013298035,0.39391282200813293
29,1499,,,0.971093475818634,0.2530040740966797,,
29,1499,,,,,0.8124791979789734,0.3939143121242523
30,1549,,,0.9664267301559448,0.16761331260204315,,
30,1549,,,,,0.8124912977218628,0.39388811588287354
31,1599,,,0.9768933057785034,0.20984064042568207,,
31,1599,,,,,0.8125134110450745,0.39388835430145264
32,1649,,,0.9735199809074402,0.12411823123693466,,
32,1649,,,,,0.8125026226043701,0.39388373494148254
33,1699,,,0.9692946076393127,0.22245799005031586,,
33,1699,,,,,0.8125113844871521,0.3938862383365631
34,1749,,,0.9694492220878601,0.164831280708313,,
34,1749,,,,,0.812511146068573,0.39388307929039
35,1799,,,0.9635848999023438,0.2640623152256012,,
